USA;S&P 500;ATVI;Activision Blizzard;Communication Services
USA;S&P 500;ADBE;Adobe;Information Technology
USA;S&P 500;AMD;Advanced Micro Devices;Information Technology
USA;S&P 500;AAP;Advance Auto Parts;Consumer Discretionary
USA;S&P 500;AES;AES Corp;Utilities
USA;S&P 500;AFL;Aflac;Financials
USA;S&P 500;A;Agilent Technologies;Health Care
USA;S&P 500;APD;Air Products & Chemicals;Materials
USA;S&P 500;AKAM;Akamai Technologies;Information Technology
USA;S&P 500;ALK;Alaska Air Group;Industrials
USA;S&P 500;ALB;Albemarle Corporation;Materials
USA;S&P 500;ARE;Alexandria Real Estate Equities;Real Estate
USA;S&P 500;ALGN;Align Technology;Health Care
USA;S&P 500;ALLE;Allegion;Industrials
USA;S&P 500;LNT;Alliant Energy;Utilities
USA;S&P 500;ALL;Allstate Corp;Financials
USA;S&P 500;GOOGL;Alphabet (Class A);Communication Services
USA;S&P 500;GOOG;Alphabet (Class C);Communication Services
USA;S&P 500;MO;Altria Group;Consumer Staples
USA;S&P 500;AMZN;Amazon;Consumer Discretionary
USA;S&P 500;AMCR;Amcor;Materials
USA;S&P 500;AEE;Ameren Corp;Utilities
USA;S&P 500;AAL;American Airlines Group;Industrials
USA;S&P 500;AEP;American Electric Power;Utilities
USA;S&P 500;AXP;American Express;Financials
USA;S&P 500;AIG;American International Group;Financials
USA;S&P 500;AMT;American Tower;Real Estate
USA;S&P 500;AWK;American Water Works;Utilities
USA;S&P 500;AMP;Ameriprise Financial;Financials
USA;S&P 500;ABC;AmerisourceBergen;Health Care
USA;S&P 500;AME;Ametek;Industrials
USA;S&P 500;AMGN;Amgen;Health Care
USA;S&P 500;APH;Amphenol Corp;Information Technology
USA;S&P 500;ADI;Analog Devices;Information Technology
USA;S&P 500;ANSS;Ansys;Information Technology
USA;S&P 500;ANTM;Anthem;Health Care
USA;S&P 500;AON;Aon;Financials
USA;S&P 500;AOS;A. O. Smith;Industrials
USA;S&P 500;APA;APA Corporation;Energy
USA;S&P 500;AAPL;Apple;Information Technology
USA;S&P 500;AMAT;Applied Materials;Information Technology
USA;S&P 500;APTV;Aptiv;Consumer Discretionary
USA;S&P 500;ADM;ADM;Consumer Staples
USA;S&P 500;ANET;Arista Networks;Information Technology
USA;S&P 500;AJG;Arthur J. Gallagher & Co.;Financials
USA;S&P 500;AIZ;Assurant;Financials
USA;S&P 500;T;AT&T;Communication Services
USA;S&P 500;ATO;Atmos Energy;Utilities
USA;S&P 500;ADSK;Autodesk;Information Technology
USA;S&P 500;ADP;Automatic Data Processing;Information Technology
USA;S&P 500;AZO;AutoZone;Consumer Discretionary
USA;S&P 500;AVB;AvalonBay Communities;Real Estate
USA;S&P 500;AVY;Avery Dennison;Materials
USA;S&P 500;BKR;Baker Hughes;Energy
USA;S&P 500;BLL;Ball Corp;Materials
USA;S&P 500;BAC;Bank of America;Financials
USA;S&P 500;BK;BNY Mellon;Financials
USA;S&P 500;BAX;Baxter International;Health Care
USA;S&P 500;BDX;Becton Dickinson;Health Care
USA;S&P 500;BRK-B;Berkshire Hathaway;Financials
USA;S&P 500;BBY;Best Buy;Consumer Discretionary
USA;S&P 500;BIO;Bio-Rad Laboratories;Health Care
USA;S&P 500;BIIB;Biogen;Health Care
USA;S&P 500;BLK;BlackRock;Financials
USA;S&P 500;BA;Boeing Company;Industrials
USA;S&P 500;BKNG;Booking Holdings;Consumer Discretionary
USA;S&P 500;BWA;BorgWarner;Consumer Discretionary
USA;S&P 500;BXP;Boston Properties;Real Estate
USA;S&P 500;BSX;Boston Scientific;Health Care
USA;S&P 500;BMY;Bristol-Myers Squibb;Health Care
USA;S&P 500;AVGO;Broadcom;Information Technology
USA;S&P 500;BR;Broadridge Financial Solutions;Information Technology
USA;S&P 500;BF.B;Brown–Forman;Consumer Staples
USA;S&P 500;CHRW;C. H. Robinson;Industrials
USA;S&P 500;COG;Cabot Oil & Gas;Energy
USA;S&P 500;CDNS;Cadence Design Systems;Information Technology
USA;S&P 500;CZR;Caesars Entertainment;Consumer Discretionary
USA;S&P 500;CPB;Campbell Soup;Consumer Staples
USA;S&P 500;COF;Capital One Financial;Financials
USA;S&P 500;CAH;Cardinal Health;Health Care
USA;S&P 500;KMX;CarMax;Consumer Discretionary
USA;S&P 500;CCL;Carnival Corporation;Consumer Discretionary
USA;S&P 500;CARR;Carrier Global;Industrials
USA;S&P 500;CTLT;Catalent;Health Care
USA;S&P 500;CAT;Caterpillar;Industrials
USA;S&P 500;CBOE;Cboe Global Markets;Financials
USA;S&P 500;CBRE;CBRE;Real Estate
USA;S&P 500;CDW;CDW;Information Technology
USA;S&P 500;CE;Celanese;Materials
USA;S&P 500;CNC;Centene Corporation;Health Care
USA;S&P 500;CNP;CenterPoint Energy;Utilities
USA;S&P 500;CERN;Cerner;Health Care
USA;S&P 500;CF;CF Industries;Materials
USA;S&P 500;CRL;Charles River Laboratories;Health Care
USA;S&P 500;SCHW;Charles Schwab Corporation;Financials
USA;S&P 500;CHTR;Charter Communications;Communication Services
USA;S&P 500;CVX;Chevron Corporation;Energy
USA;S&P 500;CMG;Chipotle Mexican Grill;Consumer Discretionary
USA;S&P 500;CB;Chubb;Financials
USA;S&P 500;CHD;Church & Dwight;Consumer Staples
USA;S&P 500;CI;Cigna;Health Care
USA;S&P 500;CINF;Cincinnati Financial;Financials
USA;S&P 500;CTAS;Cintas Corporation;Industrials
USA;S&P 500;CSCO;Cisco Systems;Information Technology
USA;S&P 500;C;Citigroup;Financials
USA;S&P 500;CFG;Citizens Financial Group;Financials
USA;S&P 500;CTXS;Citrix Systems;Information Technology
USA;S&P 500;CLX;Clorox;Consumer Staples
USA;S&P 500;CME;CME Group;Financials
USA;S&P 500;CMS;CMS Energy;Utilities
USA;S&P 500;KO;Coca-Cola Company;Consumer Staples
USA;S&P 500;CTSH;Cognizant Technology Solutions;Information Technology
USA;S&P 500;CL;Colgate-Palmolive;Consumer Staples
USA;S&P 500;CMCSA;Comcast;Communication Services
USA;S&P 500;CMA;Comerica;Financials
USA;S&P 500;CAG;Conagra Brands;Consumer Staples
USA;S&P 500;COP;ConocoPhillips;Energy
USA;S&P 500;ED;Consolidated Edison;Utilities
USA;S&P 500;STZ;Constellation Brands;Consumer Staples
USA;S&P 500;COO;The Cooper Companies;Health Care
USA;S&P 500;CPRT;Copart;Industrials
USA;S&P 500;GLW;Corning;Information Technology
USA;S&P 500;CTVA;Corteva;Materials
USA;S&P 500;COST;Costco;Consumer Staples
USA;S&P 500;CCI;Crown Castle;Real Estate
USA;S&P 500;CSX;CSX;Industrials
USA;S&P 500;CMI;Cummins;Industrials
USA;S&P 500;CVS;CVS Health;Health Care
USA;S&P 500;DHI;D. R. Horton;Consumer Discretionary
USA;S&P 500;DHR;Danaher Corporation;Health Care
USA;S&P 500;DRI;Darden Restaurants;Consumer Discretionary
USA;S&P 500;DVA;DaVita;Health Care
USA;S&P 500;DE;Deere & Co.;Industrials
USA;S&P 500;DAL;Delta Air Lines;Industrials
USA;S&P 500;XRAY;Dentsply Sirona;Health Care
USA;S&P 500;DVN;Devon Energy;Energy
USA;S&P 500;DXCM;DexCom;Health Care
USA;S&P 500;FANG;Diamondback Energy;Energy
USA;S&P 500;DLR;Digital Realty Trust;Real Estate
USA;S&P 500;DFS;Discover Financial Services;Financials
USA;S&P 500;DISCA;Discovery (Series A);Communication Services
USA;S&P 500;DISCK;Discovery (Series C);Communication Services
USA;S&P 500;DISH;Dish Network;Communication Services
USA;S&P 500;DG;Dollar General;Consumer Discretionary
USA;S&P 500;DLTR;Dollar Tree;Consumer Discretionary
USA;S&P 500;D;Dominion Energy;Utilities
USA;S&P 500;DPZ;Domino's Pizza;Consumer Discretionary
USA;S&P 500;DOV;Dover Corporation;Industrials
USA;S&P 500;DOW;Dow;Materials
USA;S&P 500;DTE;DTE Energy;Utilities
USA;S&P 500;DUK;Duke Energy;Utilities
USA;S&P 500;DRE;Duke Realty Corp;Real Estate
USA;S&P 500;DD;DuPont;Materials
USA;S&P 500;DXC;DXC Technology;Information Technology
USA;S&P 500;EMN;Eastman Chemical;Materials
USA;S&P 500;ETN;Eaton Corporation;Industrials
USA;S&P 500;EBAY;eBay;Consumer Discretionary
USA;S&P 500;ECL;Ecolab;Materials
USA;S&P 500;EIX;Edison International;Utilities
USA;S&P 500;EW;Edwards Lifesciences;Health Care
USA;S&P 500;EA;Electronic Arts;Communication Services
USA;S&P 500;EMR;Emerson Electric Company;Industrials
USA;S&P 500;ENPH;Enphase Energy;Information Technology
USA;S&P 500;ETR;Entergy;Utilities
USA;S&P 500;EOG;EOG Resources;Energy
USA;S&P 500;EFX;Equifax;Industrials
USA;S&P 500;EQIX;Equinix;Real Estate
USA;S&P 500;EQR;Equity Residential;Real Estate
USA;S&P 500;ESS;Essex Property Trust;Real Estate
USA;S&P 500;EL;Estée Lauder Companies;Consumer Staples
USA;S&P 500;ETSY;Etsy;Consumer Discretionary
USA;S&P 500;EVRG;Evergy;Utilities
USA;S&P 500;ES;Eversource Energy;Utilities
USA;S&P 500;RE;Everest Re;Financials
USA;S&P 500;EXC;Exelon;Utilities
USA;S&P 500;EXPE;Expedia Group;Consumer Discretionary
USA;S&P 500;EXPD;Expeditors;Industrials
USA;S&P 500;EXR;Extra Space Storage;Real Estate
USA;S&P 500;XOM;ExxonMobil;Energy
USA;S&P 500;FFIV;F5 Networks;Information Technology
USA;S&P 500;FB;Facebook;Communication Services
USA;S&P 500;FAST;Fastenal;Industrials
USA;S&P 500;FRT;Federal Realty Investment Trust;Real Estate
USA;S&P 500;FDX;FedEx;Industrials
USA;S&P 500;FIS;Fidelity National Information Services;Information Technology
USA;S&P 500;FITB;Fifth Third Bancorp;Financials
USA;S&P 500;FE;FirstEnergy;Utilities
USA;S&P 500;FRC;First Republic Bank;Financials
USA;S&P 500;FISV;Fiserv;Information Technology
USA;S&P 500;FLT;Fleetcor;Information Technology
USA;S&P 500;FMC;FMC Corporation;Materials
USA;S&P 500;F;Ford;Consumer Discretionary
USA;S&P 500;FTNT;Fortinet;Information Technology
USA;S&P 500;FTV;Fortive;Industrials
USA;S&P 500;FBHS;Fortune Brands Home & Security;Industrials
USA;S&P 500;FOXA;Fox Corporation (Class A);Communication Services
USA;S&P 500;FOX;Fox Corporation (Class B);Communication Services
USA;S&P 500;BEN;Franklin Resources;Financials
USA;S&P 500;FCX;Freeport-McMoRan;Materials
USA;S&P 500;GPS;Gap;Consumer Discretionary
USA;S&P 500;GRMN;Garmin;Consumer Discretionary
USA;S&P 500;IT;Gartner;Information Technology
USA;S&P 500;GNRC;Generac Holdings;Industrials
USA;S&P 500;GD;General Dynamics;Industrials
USA;S&P 500;GE;General Electric;Industrials
USA;S&P 500;GIS;General Mills;Consumer Staples
USA;S&P 500;GM;General Motors;Consumer Discretionary
USA;S&P 500;GPC;Genuine Parts;Consumer Discretionary
USA;S&P 500;GILD;Gilead Sciences;Health Care
USA;S&P 500;GL;Globe Life;Financials
USA;S&P 500;GPN;Global Payments;Information Technology
USA;S&P 500;GS;Goldman Sachs;Financials
USA;S&P 500;GWW;W. W. Grainger;Industrials
USA;S&P 500;HAL;Halliburton;Energy
USA;S&P 500;HBI;Hanesbrands;Consumer Discretionary
USA;S&P 500;HIG;The Hartford;Financials
USA;S&P 500;HAS;Hasbro;Consumer Discretionary
USA;S&P 500;HCA;HCA Healthcare;Health Care
USA;S&P 500;PEAK;Healthpeak Properties;Real Estate
USA;S&P 500;HSIC;Henry Schein;Health Care
USA;S&P 500;HSY;The Hershey Company;Consumer Staples
USA;S&P 500;HES;Hess Corporation;Energy
USA;S&P 500;HPE;Hewlett Packard Enterprise;Information Technology
USA;S&P 500;HLT;Hilton Worldwide;Consumer Discretionary
USA;S&P 500;HOLX;Hologic;Health Care
USA;S&P 500;HD;Home Depot;Consumer Discretionary
USA;S&P 500;HON;Honeywell;Industrials
USA;S&P 500;HRL;Hormel;Consumer Staples
USA;S&P 500;HST;Host Hotels & Resorts;Real Estate
USA;S&P 500;HWM;Howmet Aerospace;Industrials
USA;S&P 500;HPQ;HP;Information Technology
USA;S&P 500;HUM;Humana;Health Care
USA;S&P 500;HBAN;Huntington Bancshares;Financials
USA;S&P 500;HII;Huntington Ingalls Industries;Industrials
USA;S&P 500;IEX;IDEX Corporation;Industrials
USA;S&P 500;IDXX;Idexx Laboratories;Health Care
USA;S&P 500;INFO;IHS Markit;Industrials
USA;S&P 500;ITW;Illinois Tool Works;Industrials
USA;S&P 500;ILMN;Illumina;Health Care
USA;S&P 500;INCY;Incyte;Health Care
USA;S&P 500;IR;Ingersoll Rand;Industrials
USA;S&P 500;INTC;Intel;Information Technology
USA;S&P 500;ICE;Intercontinental Exchange;Financials
USA;S&P 500;IBM;IBM;Information Technology
USA;S&P 500;IP;International Paper;Materials
USA;S&P 500;IPG;Interpublic Group;Communication Services
USA;S&P 500;IFF;International Flavors & Fragrances;Materials
USA;S&P 500;INTU;Intuit;Information Technology
USA;S&P 500;ISRG;Intuitive Surgical;Health Care
USA;S&P 500;IVZ;Invesco;Financials
USA;S&P 500;IPGP;IPG Photonics;Information Technology
USA;S&P 500;IQV;IQVIA;Health Care
USA;S&P 500;IRM;Iron Mountain;Real Estate
USA;S&P 500;JKHY;Jack Henry & Associates;Information Technology
USA;S&P 500;J;Jacobs Engineering Group;Industrials
USA;S&P 500;JBHT;J. B. Hunt;Industrials
USA;S&P 500;SJM;JM Smucker;Consumer Staples
USA;S&P 500;JNJ;Johnson & Johnson;Health Care
USA;S&P 500;JCI;Johnson Controls;Industrials
USA;S&P 500;JPM;JPMorgan Chase;Financials
USA;S&P 500;JNPR;Juniper Networks;Information Technology
USA;S&P 500;KSU;Kansas City Southern;Industrials
USA;S&P 500;K;Kellogg's;Consumer Staples
USA;S&P 500;KEY;KeyCorp;Financials
USA;S&P 500;KEYS;Keysight Technologies;Information Technology
USA;S&P 500;KMB;Kimberly-Clark;Consumer Staples
USA;S&P 500;KIM;Kimco Realty;Real Estate
USA;S&P 500;KMI;Kinder Morgan;Energy
USA;S&P 500;KLAC;KLA Corporation;Information Technology
USA;S&P 500;KHC;Kraft Heinz;Consumer Staples
USA;S&P 500;KR;Kroger;Consumer Staples
USA;S&P 500;BBWI;L Brands;Consumer Discretionary
USA;S&P 500;LHX;L3Harris Technologies;Industrials
USA;S&P 500;LH;LabCorp;Health Care
USA;S&P 500;LRCX;Lam Research;Information Technology
USA;S&P 500;LW;Lamb Weston;Consumer Staples
USA;S&P 500;LVS;Las Vegas Sands;Consumer Discretionary
USA;S&P 500;LEG;Leggett & Platt;Consumer Discretionary
USA;S&P 500;LDOS;Leidos;Industrials
USA;S&P 500;LEN;Lennar;Consumer Discretionary
USA;S&P 500;LLY;Eli Lilly & Co;Health Care
USA;S&P 500;LNC;Lincoln National;Financials
USA;S&P 500;LIN;Linde;Materials
USA;S&P 500;LYV;Live Nation Entertainment;Communication Services
USA;S&P 500;LKQ;LKQ Corporation;Consumer Discretionary
USA;S&P 500;LMT;Lockheed Martin;Industrials
USA;S&P 500;L;Loews Corporation;Financials
USA;S&P 500;LOW;Lowe's;Consumer Discretionary
USA;S&P 500;LUMN;Lumen Technologies;Communication Services
USA;S&P 500;LYB;LyondellBasell;Materials
USA;S&P 500;MTB;M&T Bank;Financials
USA;S&P 500;MRO;Marathon Oil;Energy
USA;S&P 500;MPC;Marathon Petroleum;Energy
USA;S&P 500;MKTX;MarketAxess;Financials
USA;S&P 500;MAR;Marriott International;Consumer Discretionary
USA;S&P 500;MMC;Marsh & McLennan;Financials
USA;S&P 500;MLM;Martin Marietta Materials;Materials
USA;S&P 500;MAS;Masco;Industrials
USA;S&P 500;MA;Mastercard;Information Technology
USA;S&P 500;MKC;McCormick & Company;Consumer Staples
USA;S&P 500;MXIM;Maxim Integrated;Information Technology
USA;S&P 500;MCD;McDonald's;Consumer Discretionary
USA;S&P 500;MCK;McKesson Corporation;Health Care
USA;S&P 500;MDT;Medtronic;Health Care
USA;S&P 500;MRK;Merck & Co.;Health Care
USA;S&P 500;MET;MetLife;Financials
USA;S&P 500;MTD;Mettler Toledo;Health Care
USA;S&P 500;MGM;MGM Resorts International;Consumer Discretionary
USA;S&P 500;MCHP;Microchip Technology;Information Technology
USA;S&P 500;MU;Micron Technology;Information Technology
USA;S&P 500;MSFT;Microsoft;Information Technology
USA;S&P 500;MAA;Mid-America Apartments;Real Estate
USA;S&P 500;MRNA;Moderna;Health Care
USA;S&P 500;MHK;Mohawk Industries;Consumer Discretionary
USA;S&P 500;TAP;Molson Coors Beverage Company;Consumer Staples
USA;S&P 500;MDLZ;Mondelez International;Consumer Staples
USA;S&P 500;MPWR;Monolithic Power Systems;Information Technology
USA;S&P 500;MNST;Monster Beverage;Consumer Staples
USA;S&P 500;MCO;Moody's Corporation;Financials
USA;S&P 500;MS;Morgan Stanley;Financials
USA;S&P 500;MOS;The Mosaic Company;Materials
USA;S&P 500;MSI;Motorola Solutions;Information Technology
USA;S&P 500;MSCI;MSCI;Financials
USA;S&P 500;NDAQ;Nasdaq;Financials
USA;S&P 500;NTAP;NetApp;Information Technology
USA;S&P 500;NFLX;Netflix;Communication Services
USA;S&P 500;NWL;Newell Brands;Consumer Discretionary
USA;S&P 500;NEM;Newmont;Materials
USA;S&P 500;NWSA;News Corp (Class A);Communication Services
USA;S&P 500;NWS;News Corp (Class B);Communication Services
USA;S&P 500;NEE;NextEra Energy;Utilities
USA;S&P 500;NLSN;Nielsen Holdings;Industrials
USA;S&P 500;NKE;Nike;Consumer Discretionary
USA;S&P 500;NI;NiSource;Utilities
USA;S&P 500;NSC;Norfolk Southern;Industrials
USA;S&P 500;NTRS;Northern Trust;Financials
USA;S&P 500;NOC;Northrop Grumman;Industrials
USA;S&P 500;NLOK;NortonLifeLock;Information Technology
USA;S&P 500;NCLH;Norwegian Cruise Line Holdings;Consumer Discretionary
USA;S&P 500;NOV;Nov;Energy
USA;S&P 500;NRG;NRG Energy;Utilities
USA;S&P 500;NUE;Nucor;Materials
USA;S&P 500;NVDA;Nvidia;Information Technology
USA;S&P 500;NVR;NVR;Consumer Discretionary
USA;S&P 500;NXPI;NXP;Information Technology
USA;S&P 500;ORLY;O'Reilly Automotive;Consumer Discretionary
USA;S&P 500;OXY;Occidental Petroleum;Energy
USA;S&P 500;ODFL;Old Dominion Freight Line;Industrials
USA;S&P 500;OMC;Omnicom Group;Communication Services
USA;S&P 500;OKE;Oneok;Energy
USA;S&P 500;ORCL;Oracle;Information Technology
USA;S&P 500;OGN;Organon & Co.;Health Care
USA;S&P 500;OTIS;Otis Worldwide;Industrials
USA;S&P 500;PCAR;Paccar;Industrials
USA;S&P 500;PKG;Packaging Corporation of America;Materials
USA;S&P 500;PH;Parker-Hannifin;Industrials
USA;S&P 500;PAYX;Paychex;Information Technology
USA;S&P 500;PAYC;Paycom;Information Technology
USA;S&P 500;PYPL;PayPal;Information Technology
USA;S&P 500;PENN;Penn National Gaming;Consumer Discretionary
USA;S&P 500;PNR;Pentair;Industrials
USA;S&P 500;PBCT;People's United Financial;Financials
USA;S&P 500;PEP;PepsiCo;Consumer Staples
USA;S&P 500;PKI;PerkinElmer;Health Care
USA;S&P 500;PRGO;Perrigo;Health Care
USA;S&P 500;PFE;Pfizer;Health Care
USA;S&P 500;PM;Philip Morris International;Consumer Staples
USA;S&P 500;PSX;Phillips 66;Energy
USA;S&P 500;PNW;Pinnacle West Capital;Utilities
USA;S&P 500;PXD;Pioneer Natural Resources;Energy
USA;S&P 500;PNC;PNC Financial Services;Financials
USA;S&P 500;POOL;Pool Corporation;Consumer Discretionary
USA;S&P 500;PPG;PPG Industries;Materials
USA;S&P 500;PPL;PPL;Utilities
USA;S&P 500;PFG;Principal Financial Group;Financials
USA;S&P 500;PG;Procter & Gamble;Consumer Staples
USA;S&P 500;PGR;Progressive Corporation;Financials
USA;S&P 500;PLD;Prologis;Real Estate
USA;S&P 500;PRU;Prudential Financial;Financials
USA;S&P 500;PTC;PTC;Information Technology
USA;S&P 500;PEG;Public Service Enterprise Group;Utilities
USA;S&P 500;PSA;Public Storage;Real Estate
USA;S&P 500;PHM;PulteGroup;Consumer Discretionary
USA;S&P 500;PVH;PVH;Consumer Discretionary
USA;S&P 500;QRVO;Qorvo;Information Technology
USA;S&P 500;PWR;Quanta Services;Industrials
USA;S&P 500;QCOM;Qualcomm;Information Technology
USA;S&P 500;DGX;Quest Diagnostics;Health Care
USA;S&P 500;RL;Ralph Lauren Corporation;Consumer Discretionary
USA;S&P 500;RJF;Raymond James Financial;Financials
USA;S&P 500;RTX;Raytheon Technologies;Industrials
USA;S&P 500;O;Realty Income Corporation;Real Estate
USA;S&P 500;REG;Regency Centers;Real Estate
USA;S&P 500;REGN;Regeneron Pharmaceuticals;Health Care
USA;S&P 500;RF;Regions Financial Corporation;Financials
USA;S&P 500;RSG;Republic Services;Industrials
USA;S&P 500;RMD;ResMed;Health Care
USA;S&P 500;RHI;Robert Half International;Industrials
USA;S&P 500;ROK;Rockwell Automation;Industrials
USA;S&P 500;ROL;Rollins;Industrials
USA;S&P 500;ROP;Roper Technologies;Industrials
USA;S&P 500;ROST;Ross Stores;Consumer Discretionary
USA;S&P 500;RCL;Royal Caribbean Group;Consumer Discretionary
USA;S&P 500;SPGI;S&P Global;Financials
USA;S&P 500;CRM;Salesforce;Information Technology
USA;S&P 500;SBAC;SBA Communications;Real Estate
USA;S&P 500;SLB;Schlumberger;Energy
USA;S&P 500;STX;Seagate Technology;Information Technology
USA;S&P 500;SEE;Sealed Air;Materials
USA;S&P 500;SRE;Sempra Energy;Utilities
USA;S&P 500;NOW;ServiceNow;Information Technology
USA;S&P 500;SHW;Sherwin-Williams;Materials
USA;S&P 500;SPG;Simon Property Group;Real Estate
USA;S&P 500;SWKS;Skyworks Solutions;Information Technology
USA;S&P 500;SNA;Snap-on;Industrials
USA;S&P 500;SO;Southern Company;Utilities
USA;S&P 500;LUV;Southwest Airlines;Industrials
USA;S&P 500;SWK;Stanley Black & Decker;Industrials
USA;S&P 500;SBUX;Starbucks;Consumer Discretionary
USA;S&P 500;STT;State Street Corporation;Financials
USA;S&P 500;STE;Steris;Health Care
USA;S&P 500;SYK;Stryker Corporation;Health Care
